gameId,year,season,gameWeek,awayTeam.code,awayTeam.fullName,homeTeam.code,homeTeam.fullName,odds.spread,odds.total,odds.history,crowd.awayTeam.score,crowd.homeTeam.score,crowd.spread,crowd.total,crowd.results.winner.correct,crowd.results.winner.push,crowd.results.spread.correct,crowd.results.spread.push,crowd.results.total.correct,crowd.results.total.push,crowd.results.predictionScore,results.awayTeam.score,results.homeTeam.score,results.total,results.spread,startDateTime
4700586,2023,reg,4,ATL,Atlanta Falcons,JAC,Jacksonville Jaguars,,,[],,,,,,,,,,,,,,,,2023-10-01T13:30:00.000Z
4700591,2023,reg,12,MIA,Miami Dolphins,NYJ,N.Y. Jets Jets,,,[],,,,,,,,,,,,,,,,2023-11-24T20:00:00.000Z
4700592,2023,reg,16,NYG,N.Y. Giants Giants,PHI,Philadelphia Eagles,,,[],,,,,,,,,,,,,,,,2023-12-25T21:30:00.000Z
4700593,2023,reg,17,CIN,Cincinnati Bengals,KC,Kansas City Chiefs,,,[],,,,,,,,,,,,,,,,2023-12-31T21:25:00.000Z
4700589,2023,reg,9,MIA,Miami Dolphins,KC,Kansas City Chiefs,,,[],,,,,,,,,,,,,,,,2023-11-05T14:30:00.000Z
4700587,2023,reg,5,JAC,Jacksonville Jaguars,BUF,Buffalo Bills,,,[],,,,,,,,,,,,,,,,2023-10-08T13:30:00.000Z
4700588,2023,reg,6,BAL,Baltimore Ravens,TEN,Tennessee Titans,,,[],,,,,,,,,,,,,,,,2023-10-15T13:30:00.000Z
4700590,2023,reg,10,IND,Indianapolis Colts,NE,New England Patriots,,,[],,,,,,,,,,,,,,,,2023-11-12T14:30:00.000Z
4700810,2023,reg,11,NYG,N.Y. Giants Giants,WAS,Washington Commanders,,,[],,,,,,,,,,,,,,,,2023-11-19T18:00:00.000Z
4700802,2023,reg,10,NYJ,N.Y. Jets Jets,LV,Las Vegas Raiders,,,[],,,,,,,,,,,,,,,,2023-11-13T01:20:00.000Z
4700801,2023,reg,10,NYG,N.Y. Giants Giants,DAL,Dallas Cowboys,,,[],,,,,,,,,,,,,,,,2023-11-12T21:25:00.000Z
4700803,2023,reg,10,DEN,Denver Broncos,BUF,Buffalo Bills,,,[],,,,,,,,,,,,,,,,2023-11-14T01:15:00.000Z
4700805,2023,reg,11,DAL,Dallas Cowboys,CAR,Carolina Panthers,,,[],,,,,,,,,,,,,,,,2023-11-19T18:00:00.000Z
4700806,2023,reg,11,PIT,Pittsburgh Steelers,CLE,Cleveland Browns,,,[],,,,,,,,,,,,,,,,2023-11-19T18:00:00.000Z
4700812,2023,reg,11,TEN,Tennessee Titans,JAC,Jacksonville Jaguars,,,[],,,,,,,,,,,,,,,,2023-11-19T18:00:00.000Z
4700813,2023,reg,11,TB,Tampa Bay Buccaneers,SF,San Francisco 49ers,,,[],,,,,,,,,,,,,,,,2023-11-19T21:05:00.000Z
4700816,2023,reg,11,MIN,Minnesota Vikings,DEN,Denver Broncos,,,[],,,,,,,,,,,,,,,,2023-11-20T01:20:00.000Z
4700818,2023,reg,12,WAS,Washington Commanders,DAL,Dallas Cowboys,,,[],,,,,,,,,,,,,,,,2023-11-23T21:30:00.000Z
4700822,2023,reg,12,CAR,Carolina Panthers,TEN,Tennessee Titans,,,[],,,,,,,,,,,,,,,,2023-11-26T18:00:00.000Z
4700815,2023,reg,11,SEA,Seattle Seahawks,LAR,L.A. Rams Rams,,,[],,,,,,,,,,,,,,,,2023-11-19T21:25:00.000Z
4700821,2023,reg,12,PIT,Pittsburgh Steelers,CIN,Cincinnati Bengals,,,[],,,,,,,,,,,,,,,,2023-11-26T18:00:00.000Z
