gameId,year,season,gameWeek,awayTeam.fullName,homeTeam.fullName,odds.spread,odds.total,odds.history,crowd.awayTeam.score,crowd.homeTeam.score,crowd.spread,crowd.total,crowd.results.winner.correct,crowd.results.winner.push,crowd.results.spread.correct,crowd.results.spread.push,crowd.results.total.correct,crowd.results.total.push,crowd.results.predictionScore,results.awayTeam.score,results.homeTeam.score,results.total,results.spread,startDateTime
1233912,2019,post,2,Seattle Seahawks,Green Bay Packers,-4,45.5,"[{""date"":{""$date"":""2020-01-06T16:25:30.139Z""},""spread"":-4,""total"":46},{""date"":{""$date"":""2020-01-07T09:00:05.398Z""},""total"":46,""spread"":-4},{""date"":{""$date"":""2020-01-07T09:02:10.338Z""},""total"":46,""spread"":-4},{""date"":{""$date"":""2020-01-07T09:04:58.581Z""},""total"":46,""spread"":-4},{""date"":{""$date"":""2020-01-08T09:00:04.963Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-08T09:02:11.142Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-08T09:05:08.741Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-08T09:05:09.382Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-09T09:00:05.976Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-09T09:02:09.737Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-09T09:05:23.137Z""},""total"":47,""spread"":-4},{""date"":{""$date"":""2020-01-10T09:00:06.009Z""},""total"":47,""spread"":-4.5},{""date"":{""$date"":""2020-01-10T09:01:59.509Z""},""total"":47,""spread"":-4.5},{""date"":{""$date"":""2020-01-10T09:04:50.892Z""},""total"":47,""spread"":-4.5},{""date"":{""$date"":""2020-01-11T09:00:05.282Z""},""total"":46.5,""spread"":-4.5},{""date"":{""$date"":""2020-01-11T09:01:59.022Z""},""total"":46.5,""spread"":-4.5},{""date"":{""$date"":""2020-01-11T09:04:58.401Z""},""total"":46.5,""spread"":-4.5},{""date"":{""$date"":""2020-01-12T09:00:04.728Z""},""total"":45.5,""spread"":-4},{""date"":{""$date"":""2020-01-12T09:02:08.587Z""},""total"":45.5,""spread"":-4},{""date"":{""$date"":""2020-01-12T09:05:09.646Z""},""total"":45.5,""spread"":-4}]",19.94,22.65,-2.71,42.59,1,0,0,0,0,0,2,23,28,51,-5,2020-01-12T23:40:00.000Z
1232775,2019,post,1,Buffalo Bills,Houston Texans,-2.5,43.5,"[{""date"":{""$date"":""2019-12-30T22:12:35.832Z""},""spread"":-3,""total"":42},{""date"":{""$date"":""2019-12-31T00:45:07.470Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2019-12-31T01:39:58.397Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2019-12-31T01:44:39.284Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2019-12-31T09:00:04.433Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2019-12-31T09:02:09.093Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2019-12-31T09:05:12.673Z""},""total"":42.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-01T09:00:03.771Z""},""total"":43,""spread"":-2.5},{""date"":{""$date"":""2020-01-01T09:01:56.772Z""},""total"":43,""spread"":-2.5},{""date"":{""$date"":""2020-01-01T09:04:47.994Z""},""total"":43,""spread"":-2.5},{""date"":{""$date"":""2020-01-02T09:00:04.446Z""},""total"":43.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-02T09:01:56.927Z""},""total"":43.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-02T09:04:48.068Z""},""total"":43.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-03T04:58:38.533Z""},""total"":44,""spread"":-2.5},{""date"":{""$date"":""2020-01-03T09:00:03.535Z""},""total"":44,""spread"":-2.5},{""date"":{""$date"":""2020-01-03T09:02:00.616Z""},""total"":44,""spread"":-2.5},{""date"":{""$date"":""2020-01-03T09:04:56.936Z""},""total"":44,""spread"":-2.5},{""date"":{""$date"":""2020-01-04T09:00:03.443Z""},""total"":43.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-04T09:02:07.446Z""},""total"":43.5,""spread"":-2.5},{""date"":{""$date"":""2020-01-04T09:05:00.648Z""},""total"":43.5,""spread"":-2.5}]",20.38,20.94,-0.56,41.31,1,0,0,0,1,0,4,19,22,41,-3,2020-01-04T21:35:00.000Z
1232780,2019,post,1,Tennessee Titans,New England Patriots,-5,44.5,"[{""date"":{""$date"":""2019-12-30T22:12:35.833Z""},""spread"":-4,""total"":43},{""date"":{""$date"":""2019-12-31T00:45:08.103Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2019-12-31T01:39:59.017Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2019-12-31T01:44:39.923Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2019-12-31T09:00:05.090Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2019-12-31T09:02:09.658Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2019-12-31T09:05:13.254Z""},""total"":43.5,""spread"":-4.5},{""date"":{""$date"":""2020-01-01T09:00:04.410Z""},""total"":44,""spread"":-4.5},{""date"":{""$date"":""2020-01-01T09:01:57.369Z""},""total"":44,""spread"":-4.5},{""date"":{""$date"":""2020-01-01T09:04:48.586Z""},""total"":44,""spread"":-4.5},{""date"":{""$date"":""2020-01-02T09:00:05.067Z""},""total"":44,""spread"":-5},{""date"":{""$date"":""2020-01-02T09:01:57.547Z""},""total"":44,""spread"":-5},{""date"":{""$date"":""2020-01-02T09:04:48.655Z""},""total"":44,""spread"":-5},{""date"":{""$date"":""2020-01-03T04:58:39.138Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-03T09:00:04.216Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-03T09:02:01.220Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-03T09:04:57.577Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-04T09:00:04.007Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-04T09:02:08.087Z""},""total"":44.5,""spread"":-5},{""date"":{""$date"":""2020-01-04T09:05:01.230Z""},""total"":44.5,""spread"":-5}]",21.88,26.06,-4.19,47.94,0,0,1,0,0,0,2,20,13,33,7,2020-01-05T01:15:00.000Z
1232785,2019,post,1,Minnesota Vikings,New Orleans Saints,-8,49.5,"[{""date"":{""$date"":""2019-12-30T22:12:35.833Z""},""spread"":-8,""total"":48},{""date"":{""$date"":""2019-12-31T00:45:08.105Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2019-12-31T01:39:59.004Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2019-12-31T01:44:39.911Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2019-12-31T09:00:05.096Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2019-12-31T09:02:09.650Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2019-12-31T09:05:13.250Z""},""total"":48.5,""spread"":-8},{""date"":{""$date"":""2020-01-01T09:00:04.432Z""},""total"":49,""spread"":-8},{""date"":{""$date"":""2020-01-01T09:01:57.376Z""},""total"":49,""spread"":-8},{""date"":{""$date"":""2020-01-01T09:04:48.595Z""},""total"":49,""spread"":-8},{""date"":{""$date"":""2020-01-02T09:00:05.059Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-02T09:01:57.568Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-02T09:04:48.669Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-03T04:58:39.175Z""},""total"":49.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-03T09:00:04.163Z""},""total"":49.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-03T09:02:01.276Z""},""total"":49.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-03T09:04:57.533Z""},""total"":49.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-04T09:00:03.998Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-04T09:02:08.026Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-04T09:05:01.202Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-05T09:00:04.000Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-05T09:02:08.829Z""},""total"":49.5,""spread"":-8},{""date"":{""$date"":""2020-01-05T09:05:04.479Z""},""total"":49.5,""spread"":-8}]",21.07,29.93,-8.87,51,0,0,0,0,0,0,0,26,20,46,6,2020-01-05T18:05:00.000Z
1232790,2019,post,1,Seattle Seahawks,Philadelphia Eagles,0,45,"[{""date"":{""$date"":""2019-12-30T22:12:35.833Z""},""spread"":1,""total"":46},{""date"":{""$date"":""2019-12-31T00:45:08.511Z""},""total"":46,""spread"":1.5},{""date"":{""$date"":""2019-12-31T01:39:59.403Z""},""total"":46,""spread"":1.5},{""date"":{""$date"":""2019-12-31T01:44:40.305Z""},""total"":46,""spread"":1.5},{""date"":{""$date"":""2019-12-31T09:00:05.519Z""},""total"":46,""spread"":2},{""date"":{""$date"":""2019-12-31T09:02:10.055Z""},""total"":46,""spread"":2},{""date"":{""$date"":""2019-12-31T09:05:13.678Z""},""total"":46,""spread"":2},{""date"":{""$date"":""2020-01-01T09:00:04.805Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-01T09:01:57.820Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-01T09:04:48.953Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-02T09:00:05.450Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-02T09:01:57.943Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-02T09:04:49.055Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-03T04:58:39.602Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-03T09:00:04.580Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-03T09:02:01.703Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-03T09:04:57.966Z""},""total"":45.5,""spread"":1.5},{""date"":{""$date"":""2020-01-04T09:00:04.506Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-04T09:02:08.477Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-04T09:05:01.700Z""},""total"":45,""spread"":1.5},{""date"":{""$date"":""2020-01-05T09:00:04.434Z""},""total"":45,""spread"":0},{""date"":{""$date"":""2020-01-05T09:02:09.295Z""},""total"":45,""spread"":0},{""date"":{""$date"":""2020-01-05T09:05:04.939Z""},""total"":45,""spread"":0}]",22.76,20.88,1.88,43.65,1,0,1,0,1,0,6,17,9,26,8,2020-01-05T21:40:00.000Z
1233884,2019,post,2,Minnesota Vikings,San Francisco 49ers,-7,44.5,"[{""date"":{""$date"":""2020-01-06T01:11:40.019Z""},""spread"":-6,""total"":45},{""date"":{""$date"":""2020-01-06T09:00:05.818Z""},""total"":45,""spread"":-6.5},{""date"":{""$date"":""2020-01-06T09:01:56.994Z""},""total"":45,""spread"":-6.5},{""date"":{""$date"":""2020-01-06T09:04:51.255Z""},""total"":45,""spread"":-6.5},{""date"":{""$date"":""2020-01-06T16:25:31.600Z""},""total"":45.5,""spread"":-6.5},{""date"":{""$date"":""2020-01-07T09:00:03.901Z""},""total"":45,""spread"":-7},{""date"":{""$date"":""2020-01-07T09:02:08.999Z""},""total"":45,""spread"":-7},{""date"":{""$date"":""2020-01-07T09:04:57.421Z""},""total"":45,""spread"":-7},{""date"":{""$date"":""2020-01-08T09:00:03.484Z""},""total"":44.5,""spread"":-7},{""date"":{""$date"":""2020-01-08T09:02:09.681Z""},""total"":44.5,""spread"":-7},{""date"":{""$date"":""2020-01-08T09:05:08.444Z""},""total"":44.5,""spread"":-7},{""date"":{""$date"":""2020-01-09T09:00:04.417Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-09T09:02:08.176Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-09T09:05:21.697Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-10T09:00:05.389Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-10T09:01:58.749Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-10T09:04:49.388Z""},""total"":44,""spread"":-7},{""date"":{""$date"":""2020-01-11T09:00:03.839Z""},""total"":44.5,""spread"":-7},{""date"":{""$date"":""2020-01-11T09:01:57.682Z""},""total"":44.5,""spread"":-7},{""date"":{""$date"":""2020-01-11T09:04:56.760Z""},""total"":44.5,""spread"":-7}]",21.89,24.22,-2.33,46.11,1,0,0,0,0,0,2,10,27,37,-17,2020-01-11T21:35:00.000Z
1233822,2019,post,2,Tennessee Titans,Baltimore Ravens,-10,47,"[{""date"":{""$date"":""2020-01-06T01:11:40.019Z""},""spread"":-9,""total"":48},{""date"":{""$date"":""2020-01-06T09:00:05.815Z""},""total"":48,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T09:01:56.856Z""},""total"":48,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T09:04:51.374Z""},""total"":48,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T16:25:32.103Z""},""total"":47,""spread"":-9},{""date"":{""$date"":""2020-01-07T09:00:04.458Z""},""total"":47,""spread"":-9},{""date"":{""$date"":""2020-01-07T09:02:09.562Z""},""total"":47,""spread"":-9},{""date"":{""$date"":""2020-01-07T09:04:57.861Z""},""total"":47,""spread"":-9},{""date"":{""$date"":""2020-01-08T09:00:04.021Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-08T09:02:10.222Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-08T09:05:08.935Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-09T09:00:05.036Z""},""total"":46.5,""spread"":-9.5},{""date"":{""$date"":""2020-01-09T09:02:08.684Z""},""total"":46.5,""spread"":-9.5},{""date"":{""$date"":""2020-01-09T09:05:22.324Z""},""total"":46.5,""spread"":-9.5},{""date"":{""$date"":""2020-01-10T09:00:05.310Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-10T09:01:58.809Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-10T09:04:49.972Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-11T09:00:04.361Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-11T09:01:58.382Z""},""total"":47,""spread"":-10},{""date"":{""$date"":""2020-01-11T09:04:57.541Z""},""total"":47,""spread"":-10}]",18.28,27.56,-9.28,45.83,0,0,1,0,1,0,4,28,12,40,16,2020-01-12T01:15:00.000Z
1233827,2019,post,2,Houston Texans,Kansas City Chiefs,-9.5,51.5,"[{""date"":{""$date"":""2020-01-06T01:11:40.019Z""},""spread"":-9,""total"":48},{""date"":{""$date"":""2020-01-06T09:00:06.427Z""},""total"":49,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T09:01:57.595Z""},""total"":49,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T09:04:52.011Z""},""total"":49,""spread"":-9.5},{""date"":{""$date"":""2020-01-06T16:25:32.101Z""},""total"":50,""spread"":-9.5},{""date"":{""$date"":""2020-01-07T09:00:04.520Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-07T09:02:09.500Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-07T09:04:58.061Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-08T09:00:04.142Z""},""total"":51,""spread"":-10},{""date"":{""$date"":""2020-01-08T09:02:10.225Z""},""total"":51,""spread"":-10},{""date"":{""$date"":""2020-01-08T09:05:08.190Z""},""total"":51,""spread"":-10},{""date"":{""$date"":""2020-01-08T09:05:08.938Z""},""total"":51,""spread"":-10},{""date"":{""$date"":""2020-01-09T09:00:04.636Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-09T09:02:08.815Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-09T09:05:22.357Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-10T09:00:06.068Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-10T09:01:59.549Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-10T09:04:49.969Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-11T09:00:04.354Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-11T09:01:58.181Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-11T09:04:57.660Z""},""total"":51,""spread"":-9.5},{""date"":{""$date"":""2020-01-12T09:00:04.968Z""},""total"":51.5,""spread"":-9.5},{""date"":{""$date"":""2020-01-12T09:02:07.606Z""},""total"":51.5,""spread"":-9.5},{""date"":{""$date"":""2020-01-12T09:05:09.669Z""},""total"":51.5,""spread"":-9.5}]",20.59,29.65,-9.06,50.24,1,0,0,0,0,0,2,31,51,82,-20,2020-01-12T20:05:00.000Z
1234560,2019,post,3,Tennessee Titans,Kansas City Chiefs,-7,52,"[{""date"":{""$date"":""2020-01-13T09:00:02.685Z""},""spread"":-7,""total"":52},{""date"":{""$date"":""2020-01-13T09:00:06.387Z""},""total"":52,""spread"":-7.5},{""date"":{""$date"":""2020-01-13T17:00:09.659Z""},""total"":52,""spread"":-7.5},{""date"":{""$date"":""2020-01-13T17:01:35.293Z""},""total"":52,""spread"":-7.5},{""date"":{""$date"":""2020-01-13T17:02:42.802Z""},""total"":52,""spread"":-7.5},{""date"":{""$date"":""2020-01-14T09:00:03.912Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-14T09:01:56.773Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-14T09:04:59.874Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:00:03.619Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:02:09.801Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:05:02.181Z""},""total"":52.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-16T09:00:03.555Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-16T09:01:56.657Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-16T09:04:51.977Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-17T09:00:03.548Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-17T09:01:58.721Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-17T09:04:48.835Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-18T09:00:03.487Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-18T09:02:01.526Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-18T09:05:00.703Z""},""total"":53,""spread"":-7},{""date"":{""$date"":""2020-01-19T09:00:03.587Z""},""total"":52,""spread"":-7},{""date"":{""$date"":""2020-01-19T09:02:04.726Z""},""total"":52,""spread"":-7},{""date"":{""$date"":""2020-01-19T09:05:09.206Z""},""total"":52,""spread"":-7}]",24.41,29.71,-5.29,54.12,1,0,0,0,1,0,4,24,35,59,-11,2020-01-19T20:05:00.000Z
1234565,2019,post,3,Green Bay Packers,San Francisco 49ers,-7.5,46.5,"[{""date"":{""$date"":""2020-01-13T17:00:08.738Z""},""spread"":-7,""total"":45},{""date"":{""$date"":""2020-01-13T17:01:35.828Z""},""total"":45,""spread"":-7},{""date"":{""$date"":""2020-01-13T17:02:43.423Z""},""total"":45,""spread"":-7},{""date"":{""$date"":""2020-01-14T09:00:04.442Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-14T09:01:57.355Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-14T09:05:00.465Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:00:04.173Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:02:10.387Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-15T09:05:02.744Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-16T09:00:04.078Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-16T09:01:57.210Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-16T09:04:52.545Z""},""total"":45,""spread"":-7.5},{""date"":{""$date"":""2020-01-17T09:00:04.132Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-17T09:01:59.295Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-17T09:04:49.378Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-18T09:00:04.054Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-18T09:02:02.082Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-18T09:05:01.254Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-19T09:00:04.205Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-19T09:02:05.273Z""},""total"":46.5,""spread"":-7.5},{""date"":{""$date"":""2020-01-19T09:05:09.787Z""},""total"":46.5,""spread"":-7.5}]",21.12,26.12,-5,47.24,1,0,0,0,1,0,4,20,37,57,-17,2020-01-19T23:40:00.000Z
